Time_aligned_s,VOCs_Extracted_S1,VOCs_Extracted_S2,VOCs_Extracted_S3,VOCs_Extracted_S4,VOCs_Extracted_S5,VOCs_Extracted_S6,VOCs_Extracted_S7,VOCs_Extracted_S8,Stress_Type,Period
156.0,-698.3311175,-972.1467318,-1226.043984,-1226.043984,-864.2623181,-273.0391924,-402.0800558,-36.95025291,2,3
157.0,-640.1736628,-907.7719488,-1171.659915,-1171.659915,-800.2031146,-222.7765178,-349.8771252,7.892954242,2,3
158.0,-581.2174549,-843.6571237,-1119.449496,-1119.449496,-736.2499937,-173.9374997,-299.6517886,53.0776853,2,3
159.0,-523.364755,-780.817384,-1066.831113,-1066.831113,-672.8298867,-125.1274396,-250.0811517,99.793613,2,3
160.0,-464.8169954,-719.4121318,-1013.086347,-1013.086347,-609.4909921,-76.71430738,-202.1559221,147.2699023,2,3
161.0,-406.3380183,-660.6575034,-957.6675535,-957.6675535,-546.576877,-27.56669462,-154.1436628,195.2343237,2,3
162.0,-347.853721,-604.5675995,-900.7093418,-900.7093418,-484.1559672,21.53151144,-107.0003763,242.9385339,2,3
163.0,-289.6750764,-549.1124484,-842.7907874,-842.7907874,-422.860584,71.87085461,-59.19353204,290.3168731,2,3
164.0,-231.5955203,-495.3149468,-782.6326345,-782.6326345,-362.5153253,122.2209097,-11.42667221,337.046266,2,3
165.0,-173.9562241,-441.8913644,-722.1827626,-722.1827626,-303.5469062,172.6190671,37.75015731,383.17608,2,3
166.0,-116.7711823,-389.3145682,-661.9049725,-661.9049725,-245.728693,222.5304276,87.35205378,428.5467267,2,3
167.0,-60.49144464,-336.4447033,-603.307643,-603.307643,-189.411341,272.2488769,137.4632941,473.3683445,2,3
168.0,-5.289502554,-283.4296475,-545.2510613,-545.2510613,-135.3351209,321.8553316,187.66276,517.5866209,2,3
169.0,48.05706789,-230.5199903,-487.1191102,-487.1191102,-82.27754854,371.4972966,237.9006332,561.3227258,2,3
170.0,99.91604599,-177.6845282,-429.4007672,-429.4007672,-30.79846654,421.0094601,287.8234921,604.4870296,2,3
171.0,150.3073173,-125.3428749,-372.5660198,-372.5660198,20.13826273,470.4036841,337.4360609,646.1068595,2,3
172.0,198.7352951,-74.26616201,-316.5852609,-316.5852609,69.89056588,519.3956904,386.1384127,686.8122164,2,3
173.0,246.391012,-23.15694751,-261.8055665,-261.8055665,119.6207334,567.7940288,434.1168329,726.1151735,2,3
174.0,292.796458,27.02399611,-208.1201077,-208.1201077,169.1818619,614.8591555,481.1689392,764.9262491,2,3
175.0,339.0958445,77.80033791,-156.0580068,-156.0580068,218.4421715,660.0267759,527.33063,803.2378969,2,3
176.0,384.6689107,128.3573937,-106.0510987,-106.0510987,267.3706926,704.2974189,572.4008962,841.1352016,2,3
177.0,430.6919194,179.9831557,-56.9905706,-56.9905706,315.7549702,747.0863459,615.7249373,878.6803278,2,3
