Time (s),Chan.4 - Raw (mV),Chan.8 - Raw (mV)
43,461.9,-969.3
43.5,461.9,-969.3
44,542.8,-689.9
44.5,542.8,-753.4
45,623.3,-753.4
45.5,623.3,-653.5
46,699.1,-653.5
46.5,699.1,-554.2
47,775.5,-554.2
47.5,775.5,-457.2
48,857.7,-457.2
48.5,857.7,-361.2
49,944.7,-361.2
49.5,944.7,-273.8
50,1006.9,-273.8
50.5,1006.9,-173.4
51,1091.6,-173.4
51.5,1091.6,-77
52,1151.4,-77
52.5,1151.4,11.6
53,1223.1,11.6
53.5,1223.1,69.6
54,1330.1,69.6
54.5,1362.9,188
55,1362.9,188
55.5,1431.1,271.9
56,1431.1,271.9
56.5,1496.2,359.7
57,1496.2,359.7
57.5,1563.9,359.7
58,1563.9,359.7
58.5,1627.3,359.7
59,1627.3,359.7
59.5,1690.4,609
60,1690.4,691
60.5,1752.1,691
61,1752.1,772.1
61.5,1812.1,772.1
62,1812.1,840.1
62.5,1881.4,840.1
63,1881.4,920.2
63.5,1939.2,920.2
64,1939.2,1006.6
64.5,1989.7,1006.6
65,1989.7,1084.9
65.5,2060,1084.9
66,2060,1155
66.5,2130.3,1155
67,2130.3,1229.3
67.5,2179.7,1229.3
68,2179.7,1305.4
68.5,2240.5,1305.4
69,2296.9,1305.4
69.5,2296.9,1305.4
70,2352.6,1438
70.5,2352.6,1438
71,2411,1519.9
71.5,2411,1519.9
72,2411,1592.8
72.5,2411,1592.8
73,2650.3,1710.1
73.5,2650.3,1728.3
74,2650.3,1728.3
74.5,2650.3,1799.4
75,2650.3,1799.4
75.5,-16215.3,1869
76,-16215.3,1869
76.5,-15981.2,1935.8
77,-15981.2,1935.8
77.5,-15981.2,1935.8
78,-15424.3,1935.8
78.5,-15424.3,2069.3
79,-14690.8,2069.3
79.5,-14690.8,2127.8
80,-13887.7,2127.8
80.5,-13887.7,2200.7
81,-13088.7,2200.7
81.5,-13088.7,2263.3
82,-12405.6,2263.3
82.5,-12405.6,2327.7
83,-11841,2327.7
83.5,-11841,2371.8
84,-11346.3,2371.8
84.5,-11346.3,2453.1
85,-11040.4,2453.1
85.5,-10662,2516.4
86,-10662,2516.4
86.5,-10468,2575.3
87,-10468,2642.4
87.5,-10209.9,2642.4
88,-10209.9,2697.9
88.5,-9730.1,2697.9
89,-9730.1,2757.5
89.5,-9250.5,2757.5
90,-9250.5,2817.1
90.5,-8761.9,2817.1
91,-8761.9,2875.2
91.5,-8344.2,2875.2
92,-8344.2,2873.9
92.5,-7926.4,2873.9
93,-7926.4,2873.9
93.5,-7530.9,2873.9
94,-7530.9,2873.9
94.5,-7143.8,-2928
95,-7143.8,-2928
95.5,-6752.2,-2928
96,-6752.2,-2928
96.5,-6439.3,-2928
97,-6439.3,-3671.5
97.5,-6122.5,-3671.5
98,-6122.5,-4016.3
98.5,-5804.8,-4016.3
99,-5804.8,-4294.6
99.5,-5513.5,-4294.6
100,-5231.9,-4625.6
100.5,-5231.9,-4625.6
101,-4969,-4735.2
101.5,-4969,-4735.2
102,-4698.2,-4889
102.5,-4698.2,-4889
103,-4463.3,-5142.3
103.5,-4463.3,-5142.3
104,-4226.7,-5307.1
104.5,-4226.7,-5307.1
105,-4004.8,-5222.4
105.5,-4004.8,-5128.5
106,-3786.4,-5128.5
106.5,-3786.4,-5015.9
107,-3586.1,-5015.9
107.5,-3586.1,-4908
108,-3380.3,-4908
108.5,-3380.3,-4796.2
109,-3194.9,-4796.2
109.5,-3194.9,-4692.7
110,-2988.9,-4692.7
110.5,-2988.9,-4557.9
111,-2835.3,-4557.9
111.5,-2835.3,-4423.3
112,-2663.8,-4423.3
112.5,-2663.8,-4292.8
113,-2503.5,-4292.8
113.5,-2503.5,-4158.2
114,-2341.5,-4158.2
114.5,-2185,-4031.6
115,-2185,-4031.6
115.5,-2038,-3875.2
116,-2038,-3875.2
116.5,-1890.7,-3741.7
117,-1890.7,-3741.7
117.5,-1743.7,-3600.4
118,-1743.7,-3600.4
118.5,-1617.1,-3466
119,-1617.1,-3466
119.5,-1420.7,-3317
120,-1420.7,-3179
120.5,-1354.6,-3179
121,-1354.6,-3046.5
121.5,-1234.5,-3046.5
122,-1234.5,-2910
122.5,-1115.2,-2910
123,-1115.2,-2771.3
123.5,-994.7,-2771.3
124,-994.7,-2642.1
124.5,-881.9,-2642.1
125,-881.9,-2504.2
125.5,-754.4,-2504.2
126,-754.4,-2381.3
126.5,-662.7,-2381.3
127,-662.7,-2250.2
127.5,-555.7,-2250.2
128,-555.7,-2126.1
128.5,-455.3,-2126.1
129,-368,-2000.3
129.5,-368,-2000.3
130,-257.2,-1882.3
130.5,-257.2,-1882.3
131,-159.7,-1759.1
131.5,-159.7,-1759.1
132,-69.9,-1647.3
132.5,-69.9,-1647.3
133,25.3,-1519.7
133.5,25.3,-1519.7
134,118.2,-1410
134.5,118.2,-1410
135,206.4,-1294
135.5,206.4,-1185.4
136,289.9,-1185.4
136.5,289.9,-1066.4
137,372.9,-1066.4
137.5,372.9,-964.9
138,461.3,-964.9
138.5,461.3,-753.2
139,539.9,-753.2
139.5,539.9,-758.9
140,624.8,-758.9
140.5,624.8,-659.4
141,700.3,-659.4
141.5,700.3,-554.5
142,783.2,-554.5
142.5,854.9,-457.3
143,854.9,-457.3
143.5,974.1,-367.2
144,974.1,-367.2
144.5,1005.9,-275.9
145,1005.9,-275.9
145.5,1091.1,-173.3
146,1091.1,-173.3
146.5,1150.1,-80.8
147,1150.1,-80.8
147.5,1223.4,8.1
148,1223.4,8.1
148.5,1271.4,119.4
149,1271.4,119.4
149.5,1363.6,186
150,1363.6,275.4
150.5,1429.5,275.4
151,1429.5,356.5
151.5,1494.9,356.5
152,1494.9,444.9
152.5,1561.9,444.9
153,1561.9,522.5
153.5,1628.8,522.5
154,1628.8,607.9
154.5,1694.1,607.9
155,1694.1,690.8
155.5,1758.7,690.8
156,1758.7,769.4
156.5,1822.2,769.4
157,1883.6,852.6
157.5,1883.6,852.6
158,1939.3,936.4
158.5,1939.3,936.4
159,1991.4,1004.8
159.5,1991.4,1004.8
160,2064.6,1084.2
160.5,2064.6,1084.2
161,2131.4,1153.2
161.5,2131.4,1153.2
162,2182.5,1230
162.5,2182.5,1230
163,2241.2,1322.6
163.5,2241.2,1322.6
164,2290,1377.1
164.5,2290,1455.9
165,2352.6,1455.9
165.5,2352.6,1520.7
166,2411.3,1520.7
166.5,2411.3,1589.4
167,2461.5,1589.4
167.5,2461.5,1685.3
168,2642.6,1685.3
168.5,2642.6,1728.5
169,2642.6,1728.5
169.5,2642.6,1799.8
170,2642.6,1799.8
170.5,-16196.4,1869.7
171,-16196.4,1869.7
171.5,-15973.7,1935.2
172,-15973.7,1935.2
172.5,-15411.3,2000.1
173,-15411.3,2000.1
173.5,-14669.9,2070.7
174,-14669.9,2070.7
174.5,-13873.4,2125.1
175,-13873.4,2125.1
175.5,-13088.5,2194.2
176,-13088.5,2194.2
176.5,-12390.2,2265.1
177,-12390.2,2265.1
177.5,-11832.9,2329.4
178,-11832.9,2329.4
178.5,-11334.8,2384.1
179,-11334.8,2453.6
179.5,-11051.1,2453.6
180,-11051.1,2516.6
180.5,-10664.1,2516.6
181,-10664.1,2575.3
181.5,-10457.7,2575.3
182,-10457.7,2636.9
182.5,-10208.2,2636.9
183,-10208.2,2705.1
183.5,-9722.5,2705.1
184,-9722.5,2759.6
184.5,-9247.9,2759.6
185,-9247.9,2818
185.5,-8758.5,2818
186,-8758.5,2880.8
186.5,-8345.9,2880.8
187,-8345.9,2669.5
187.5,-7922,2669.5
188,-7922,2669.5
188.5,-7529.7,2669.5
189,-7140.3,2669.5
189.5,-7140.3,-2919.1
190,-6751.1,-2919.1
190.5,-6751.1,-3323.4
191,-6441.3,-3323.4
191.5,-6441.3,-3663
192,-6122.1,-3663
192.5,-6122.1,-3663
193,-5808,-4023.1
193.5,-5808,-4023.1
194,-5515.1,-4286.8
194.5,-5515.1,-4286.8
195,-5236.3,-4620.4
195.5,-5236.3,-4620.4
196,-4962.7,-4724.6
196.5,-4962.7,-4724.6
197,-4700.2,-4890.4
197.5,-4700.2,-5145.9
198,-4459.9,-5145.9
198.5,-4459.9,-5312.1
199,-4225.1,-5312.1
199.5,-4225.1,-5220.5
200,-4006.2,-5220.5
200.5,-4006.2,-5132.9
201,-3785.1,-5132.9
201.5,-3785.1,-5030.4
202,-3589.1,-5030.4
202.5,-3589.1,-4920.8
203,-3381.8,-4920.8
203.5,-3381.8,-4806.3
204,-3193.3,-4806.3
204.5,-3193.3,-4680.1
205,-3050.5,-4680.1
205.5,-2835.3,-4553.9
206,-2835.3,-4553.9
206.5,-2660.5,-4423.7
207,-2660.5,-4423.7
207.5,-2496.2,-4295.4
208,-2496.2,-4295.4
208.5,-2341.6,-4156.6
209,-2341.6,-4156.6
209.5,-2188.7,-4026.3
210,-2188.7,-4026.3
210.5,-2035.6,-3872.3
211,-2035.6,-3872.3
211.5,-1892.3,-3736.1
212,-1892.3,-3736.1
212.5,-1763.6,-3736.1
213,-1763.6,-3459.5
213.5,-1616.6,-3459.5
214,-1616.6,-3327.7
214.5,-1353.6,-3327.7
215,-1353.6,-3182
215.5,-1358.7,-3182
216,-1358.7,-3043
216.5,-1229.3,-3043
217,-1229.3,-2903.9
217.5,-1113.2,-2903.9
218,-1113.2,-2769.2
218.5,-998.8,-2769.2
219,-878.3,-2641.6
219.5,-878.3,-2641.6
220,-774.7,-2505.3
220.5,-774.7,-2505.3
221,-662.3,-2371.8
221.5,-662.3,-2371.8
222,-555,-2251.1
222.5,-555,-2251.1
223,-455.6,-2125.3
223.5,-455.6,-2125.3
224,-372.7,-2125.3
224.5,-372.7,-2125.3
225,-256.4,-1880.1
225.5,-256.4,-1880.1
226,-161.7,-1759.3
226.5,-161.7,-1759.3
227,-62.4,-1759.3
227.5,-62.4,-1518.3
228,14.7,-1518.3
228.5,14.7,-1407
229,122,-1407
229.5,122,-1407
230,206,-1407
230.5,206,-1182.7
231,291.4,-1182.7
231.5,291.4,-1182.7
232,371.9,-1182.7
232.5,459.6,-967.3
233,459.6,-967.3
233.5,541.8,-759
234,541.8,-759
234.5,625.8,-759
235,625.8,-759
235.5,701.8,-655.2
236,701.8,-655.2
236.5,780.2,-555.6
237,780.2,-555.6
237.5,853.4,-458.8
238,853.4,-458.8
238.5,940.7,-361
239,940.7,-361
239.5,1005.1,-277.7
240,1005.1,-277.7
240.5,1098.2,-277.7
241,1098.2,-277.7
241.5,1151.3,-81.7
242,1151.3,8.8
242.5,1221.1,8.8
243,1221.1,75.5
243.5,1325,75.5
244,1325,186.8
244.5,1362.9,186.8
245,1362.9,270.3
245.5,1430.2,270.3
246,1430.2,360
246.5,1501,360
247,1501,360
247.5,1563.8,360
248,1626.7,530.6
248.5,1626.7,530.6
249,1693.5,609.7
249.5,1693.5,609.7
250,1757.7,687.9
250.5,1757.7,687.9
251,1818.4,771.6
251.5,1818.4,771.6
252,1881.4,851.8
252.5,1881.4,851.8
253,1948.4,929.1
253.5,1948.4,929.1
254,1996,1005.6
254.5,1996,1005.6
255,2063.4,1072.1
255.5,2063.4,1072.1
256,2131.4,1154
256.5,2131.4,1229.3
257,2180.8,1229.3
257.5,2180.8,1292.8
258,2239.4,1292.8
258.5,2239.4,1372.8
259,2297.7,1372.8
259.5,2297.7,1449.6
260,2352.5,1449.6
260.5,2352.5,1521
261,2412.2,1521
261.5,2412.2,1521
262,2467.6,1521
262.5,2231.9,1629
263,2231.9,1629
263.5,2231.9,1733
264,2231.9,1733
264.5,2231.9,1799.6
265,-16171.3,1799.6
265.5,-16171.3,1865.7
266,-16171.3,1865.7
266.5,-15944.4,1935.2
267,-15944.4,1935.2
267.5,-15400.5,1998.5
268,-15400.5,1998.5
268.5,-14656.1,2069.7
269,-14656.1,2069.7
269.5,-13862.8,2127.1
270,-13862.8,2127.1
270.5,-13083.7,2127.1
271,-13083.7,2265.6
271.5,-12389,2265.6
272,-12389,2332.8
272.5,-11819.1,2332.8
273,-11819.1,2379.1
273.5,-11339.3,2379.1
274,-11339.3,2452.4
274.5,-11024.8,2452.4
275,-11024.8,2515
275.5,-10653.5,2515
276,-10653.5,2577.7
276.5,-10460.3,2577.7
277,-10460.3,2636.4
277.5,-10209.5,2636.4
278,-9723,2700.8
278.5,-9723,2700.8
279,-9249.6,2757
279.5,-9249.6,2757
280,-8788.9,2820.6
280.5,-8788.9,2820.6
281,-8338.5,2877.4
281.5,-8338.5,2877.4
282,-7921.2,2847.9
282.5,-7921.2,2847.9
283,-7528.3,2847.9
283.5,-7528.3,2847.9
284,-7146.5,2847.9
284.5,-7146.5,-2921.5
285,-6714.2,-2921.5
285.5,-6714.2,-3332.8
286,-6443.3,-3332.8
286.5,-6443.3,-3332.8
287,-6122.5,-3332.8
287.5,-6122.5,-4024
288,-5812.6,-4024
288.5,-5812.6,-4024
289,-5518,-4291.3
289.5,-5518,-4644.2
290,-5239.5,-4644.2
290.5,-5239.5,-4740.3
291,-4969.2,-4740.3
291.5,-4969.2,-4898.1
292,-4720.3,-4898.1
292.5,-4465.7,-5146.6
293,-4465.7,-5146.6
293.5,-4227.2,-5312
294,-4227.2,-5312
294.5,-4005.3,-5228.2
295,-4005.3,-5228.2
295.5,-3786.7,-5228.2
296,-3786.7,-5228.2
296.5,-3584.9,-5029.2
297,-3584.9,-5029.2
297.5,-3383.1,-4919.2
298,-3383.1,-4919.2
298.5,-3195.5,-4803.8
299,-3195.5,-4803.8
299.5,-2988.4,-4693.2
300,-2988.4,-4693.2
300.5,-2836.9,-4554.1
301,-2836.9,-4554.1
301.5,-2662.9,-4427.5
302,-2662.9,-4427.5
302.5,-2502.6,-4292.8
303,-2502.6,-4292.8
303.5,-2336.7,-4152.9
304,-2336.7,-4012.5
304.5,-2184.3,-4012.5
305,-2184.3,-3873.7
305.5,-2036.9,-3873.7
306,-2036.9,-3741
306.5,-1891.5,-3741
307,-1891.5,-3599.1
307.5,-1750.2,-3599.1
308,-1618.1,-3464.4
308.5,-1618.1,-3464.4
309,-1445.6,-3319.7
309.5,-1445.6,-3319.7
310,-1359.1,-3185.7
310.5,-1359.1,-3185.7
311,-1233,-3044
311.5,-1233,-3044
312,-1115.7,-2908.9
312.5,-1115.7,-2908.9
313,-998,-2776.2
313.5,-998,-2776.2
314,-876.5,-2643.7
314.5,-876.5,-2643.7
315,-767.3,-2513.6
315.5,-767.3,-2513.6
316,-662.2,-2379.6
316.5,-662.2,-2379.6
317,-554.3,-2251.1
317.5,-554.3,-2251.1
318,-454.5,-2127.2
318.5,-454.5,-2127.2
319,-320.9,-1951.7
319.5,-320.9,-1879.1
320,-256.7,-1879.1
320.5,-256.7,-1759.5
321,-160.5,-1759.5
321.5,-160.5,-1647.1
322,-73,-1647.1
322.5,20.1,-1522.7
323,20.1,-1522.7
323.5,106.1,-1408.4
324,106.1,-1408.4
324.5,205.3,-1292.3
325,205.3,-1292.3
325.5,290,-1184.4
326,290,-1184.4
326.5,371.1,-1077.3
327,371.1,-1077.3
327.5,463.8,-968.3
328,463.8,-968.3
328.5,546.1,-627.1
329,546.1,-627.1
329.5,622.7,-756.1
330,622.7,-756.1
330.5,700.1,-654.5
331,700.1,-654.5
331.5,777.4,-555.6
332,777.4,-555.6
332.5,856.2,-462.3
333,856.2,-462.3
333.5,945.5,-357.7
334,945.5,-357.7
334.5,1003.8,-255.6
335,1003.8,-255.6
335.5,1077.6,-175.8
336,1077.6,-80.5
336.5,1150.3,-80.5
337,1150.3,9.2
337.5,1219.3,9.2
338,1333.1,95.5
338.5,1333.1,95.5
339,1361.9,184
339.5,1361.9,184
340,1429.4,271.4
340.5,1429.4,271.4
341,1496.1,354.5
341.5,1496.1,354.5
342,1563.1,434.4
342.5,1563.1,434.4
343,1627,434.4
343.5,1627,434.4
344,1694.7,605.4
344.5,1694.7,605.4
345,1756.4,690.2
345.5,1756.4,690.2
346,1822.5,771.2
346.5,1822.5,771.2
347,1880.1,850.8
347.5,1880.1,850.8
348,1935.6,931.6
348.5,1935.6,931.6
349,2007,1006.3
349.5,2007,1006.3
350,2062.8,1068.5
350.5,2062.8,1156.9
351,2133.7,1156.9
351.5,2133.7,1230.4
352,2180.8,1230.4
352.5,2180.8,1326.1
353,2240.5,1326.1
353.5,2297.1,1375.3
354,2297.1,1375.3
354.5,2352.4,1433.9
355,2352.4,1433.9
355.5,2410.3,1517.7
356,2410.3,1517.7
356.5,2460.3,1587.5
357,2460.3,1587.5
357.5,2599,1693.9
358,2599,1693.9
358.5,2599,1729
359,2599,1729
359.5,2599,1729
360,-16169.1,1729
360.5,-16169.1,1866.9
361,-15940.6,1866.9
361.5,-15940.6,1936.3
362,-15940.6,1936.3
362.5,-15393.2,2007.1
363,-15393.2,2007.1
363.5,-14647.4,2070.3
364,-14647.4,2070.3
364.5,-13879.1,2132.8
365,-13879.1,2132.8
365.5,-13084.6,2200.1
366,-13084.6,2261.6
366.5,-12399.9,2261.6
367,-12399.9,2327.2
367.5,-11813.1,2327.2
368,-11813.1,2372.9
368.5,-11334.1,2372.9
369,-11334.1,2455.4
369.5,-11033.8,2455.4
370,-10653.4,2517.9
370.5,-10653.4,2517.9
371,-10464.4,2575.8
371.5,-10464.4,2575.8
372,-10206.1,2639.2
372.5,-10206.1,2639.2
373,-9725.7,2703.8
373.5,-9725.7,2703.8
374,-9247.7,2756.2
374.5,-9247.7,2756.2
375,-8781.4,2819.2
375.5,-8781.4,2819.2
376,-8346.5,2873.8
376.5,-8346.5,2873.8
377,-7926.4,2737.9
377.5,-7926.4,2737.9
378,-7528.9,2737.9
378.5,-7528.9,2737.9
379,-7144.8,2737.9
379.5,-7144.8,-2928.2
380,-6754.1,-2928.2
380.5,-6754.1,-3338.2
381,-6442.6,-3338.2
381.5,-6442.6,-3338.2
382,-6125.2,-3338.2
382.5,-6125.2,-4043.9
383,-5808.3,-4043.9
383.5,-5808.3,-4294.3
384,-5521.7,-4294.3
384.5,-5521.7,-4655.5
385,-5242.2,-4655.5
385.5,-4971.2,-4746.9
386,-4971.2,-4746.9
386.5,-4701.2,-4895.1
387,-4701.2,-4895.1
387.5,-4466,-5159.5
388,-4466,-5159.5
388.5,-4225.3,-5331
389,-4225.3,-5331
389.5,-4008.4,-5235.6
390,-4008.4,-5235.6
390.5,-3791.4,-5164.6
391,-3791.4,-5164.6
391.5,-3588.1,-5040.4
392,-3588.1,-5040.4
392.5,-3387.1,-4931.3
393,-3387.1,-4931.3
393.5,-3195.5,-4819.6
394,-3195.5,-4819.6
394.5,-2978.9,-4707.3
395,-2978.9,-4707.3
395.5,-2834.1,-4564.6
396,-2834.1,-4564.6
396.5,-2666.2,-4434
397,-2666.2,-4434
397.5,-2496.6,-4303.2
398,-2496.6,-4303.2
398.5,-2338.5,-4158.8
399,-2338.5,-4158.8
399.5,-2191.5,-4020.8
400,-2191.5,-3879.5
400.5,-2038.7,-3879.5
401,-1892.1,-3746.2
401.5,-1892.1,-3746.2
402,-1758.4,-3606.5
402.5,-1758.4,-3606.5
403,-1616.4,-3467.7
403.5,-1616.4,-3467.7
404,-1348.3,-3339.9
404.5,-1348.3,-3339.9
405,-1356.2,-3190.4
405.5,-1356.2,-3190.4
406,-1231.8,-3047.8
406.5,-1231.8,-3047.8
407,-1114.7,-2912.2
407.5,-1114.7,-2912.2
408,-994.1,-2775.7
408.5,-994.1,-2775.7
409,-878.7,-2642.7
409.5,-878.7,-2642.7
410,-783.4,-2512.5
410.5,-783.4,-2512.5
411,-661,-2380.8
411.5,-661,-2380.8
412,-556.5,-2380.8
412.5,-556.5,-2380.8
413,-456.5,-2132.4
413.5,-456.5,-2132.4
414,-352.9,-1948.8
414.5,-352.9,-1948.8
415,-257.1,-1885.9
415.5,-257.1,-1761.9
416,-160.1,-1761.9
416.5,-69.5,-1640.8
417,-69.5,-1640.8
417.5,28.8,-1640.8
418,28.8,-1640.8
418.5,115.5,-1414
419,115.5,-1414
419.5,204.2,-1297.7
420,204.2,-1297.7
420.5,289.2,-1187.7
421,289.2,-1187.7
421.5,371.9,-1065.9
422,371.9,-1065.9
422.5,471.7,-971.1
423,471.7,-971.1
423.5,539.8,-763.5
424,539.8,-763.5
424.5,622.9,-760.2
425,622.9,-760.2
425.5,701.9,-658.7
426,701.9,-658.7
426.5,778.7,-658.7
427,778.7,-658.7
427.5,858.4,-461
428,858.4,-461
428.5,942.9,-370
429,942.9,-370
429.5,1004.4,-264
430,1094.6,-264
430.5,1094.6,-173
431,1148.1,-80.4
431.5,1148.1,-80.4
432,1221.1,6.1
432.5,1221.1,6.1
433,1306.9,102.2
433.5,1306.9,102.2
434,1359.8,183.7
434.5,1359.8,183.7
435,1429,273.8
435.5,1429,273.8
436,1495.6,357.8
436.5,1495.6,357.8
437,1561,446.9
437.5,1561,446.9
438,1629.7,519.9
438.5,1629.7,519.9
439,1690.2,605.2
439.5,1690.2,605.2
440,1748.9,688.6
440.5,1748.9,688.6
441,1823.7,769.1
441.5,1823.7,769.1
442,1881.3,841.6
442.5,1881.3,841.6
443,1938.1,927.8
443.5,1938.1,927.8
444,2004.7,927.8
444.5,2061.1,927.8
445,2061.1,1066.5
445.5,2113.9,1066.5
446,2113.9,1150.8
446.5,2182.6,1227
447,2182.6,1227
447.5,2237.2,1314.9
448,2237.2,1314.9
448.5,2296.8,1378.5
449,2296.8,1378.5
449.5,2351.6,1448.1
450,2351.6,1448.1
450.5,2410.1,1519
451,2410.1,1519
451.5,2467.1,1589.2
452,2467.1,1589.2
452.5,2427.4,1675.3
453,2427.4,1675.3
453.5,2427.4,1725.3
454,2427.4,1725.3
454.5,2427.4,1797.1
455,-16141.4,1797.1
455.5,-16141.4,1866.4
456,-15910.2,1866.4
456.5,-15910.2,1933.6
457,-15382.4,1933.6
457.5,-15382.4,2002.8
458,-14630.1,2002.8
458.5,-14630.1,2065.9
459,-14630.1,2065.9
459.5,-13857.1,2131.6
460,-13857.1,2131.6
460.5,-13065.3,2199.5
461,-13065.3,2262.8
461.5,-12384.8,2262.8
462,-11812.5,2325.5
462.5,-11812.5,2325.5
463,-11331.1,2389.6
463.5,-11331.1,2389.6
464,-11035.6,2450.3
464.5,-11035.6,2450.3
465,-10647.8,2512.7
465.5,-10647.8,2512.7
466,-10457.3,2575
466.5,-10457.3,2575
467,-10204.6,2634
467.5,-10204.6,2634
468,-9726.4,2703.3
468.5,-9726.4,2703.3
469,-9248.4,2703.3
469.5,-9248.4,2703.3
470,-8802.9,2814.9
470.5,-8802.9,2814.9
471,-8345,2875.6
471.5,-8345,2875.6
472,-7916.6,2701.4
472.5,-7916.6,2701.4
473,-7524.9,2701.4
473.5,-7524.9,2701.4
474,-7144.2,2701.4
474.5,-7144.2,-2939.5
475,-6760,-2939.5
475.5,-6760,-3344.4
476,-6440.8,-3344.4
476.5,-6122.9,-3678.6
477,-6122.9,-3678.6
477.5,-5810.1,-4037.4
478,-5810.1,-4037.4
478.5,-5519.6,-4306.3
479,-5519.6,-4306.3
479.5,-5237.9,-4650.3
480,-5237.9,-4650.3
480.5,-4969.5,-4758
481,-4969.5,-4758
481.5,-4713.7,-4901.5
482,-4713.7,-4901.5
482.5,-4467.1,-5154.6
483,-4467.1,-5154.6
483.5,-4227.9,-5339.1
484,-4227.9,-5339.1
484.5,-4008,-5228.6
485,-4008,-5228.6
485.5,-3788.3,-5152.9
486,-3788.3,-5152.9
486.5,-3585.6,-5052.3
487,-3585.6,-5052.3
487.5,-3385.3,-4945.7
488,-3385.3,-4945.7
488.5,-3196,-4822.3
489,-3196,-4822.3
489.5,-3052.3,-4721.7
490,-2833.6,-4721.7
490.5,-2833.6,-4569.8
491,-2663.9,-4569.8
491.5,-2663.9,-4441.1
492,-2496.8,-4306.8
492.5,-2496.8,-4306.8
493,-2337.3,-4177.7
493.5,-2337.3,-4177.7
494,-2183.6,-4040.8
494.5,-2183.6,-4040.8
495,-2038.3,-3888.1
495.5,-2038.3,-3888.1
496,-1894.9,-3752.4
496.5,-1894.9,-3752.4
497,-1757.2,-3612.6
497.5,-1757.2,-3612.6
498,-1618.6,-3474.2
498.5,-1618.6,-3474.2
499,-1450.7,-3320.8
499.5,-1450.7,-3320.8
500,-1361,-3196.3
500.5,-1361,-3196.3
501,-1238.4,-3055.6
501.5,-1238.4,-3055.6
502,-1113.7,-2916.9
502.5,-1113.7,-2916.9
503,-996.5,-2782.2
503.5,-996.5,-2782.2
504,-879.7,-2649.8
504.5,-879.7,-2649.8
505,-760.7,-2519.7
505.5,-664.3,-2519.7
506,-664.3,-2385.2
506.5,-557.4,-2385.2
507,-557.4,-2259.6
507.5,-454.9,-2259.6
508,-454.9,-2137.4
508.5,-331.4,-1963.3
509,-331.4,-1963.3
509.5,-259.4,-1890.4
510,-259.4,-1890.4
510.5,-157,-1764.3
511,-157,-1764.3
511.5,-63.2,-1646.5
512,-63.2,-1646.5
512.5,29.5,-1529.8
513,29.5,-1529.8
513.5,111.7,-1418.8
514,111.7,-1418.8
514.5,201.3,-1297.6
515,201.3,-1297.6
515.5,290.4,-1189.4
516,290.4,-1189.4
516.5,375.7,-1086
517,375.7,-1086
517.5,448.9,-973.8
518,448.9,-973.8
518.5,540.1,-765
519,619.9,-765
519.5,619.9,-765
520,700.2,-765
520.5,700.2,-666
521,778.9,-666
521.5,778.9,-562.3
