Time (s),high-1,high-2
486.5,-215.5,873.4
487,-108.5,943.2
487.5,-108.5,943.2
488,-14.6,1021.9
488.5,-14.6,1021.9
489,84.4,1091.4
489.5,84.4,1091.4
490,181.5,1161.2
490.5,272.3,1161.2
491,272.3,1270.2
491.5,365,1302.5
492,365,1302.5
492.5,451,1373.5
493,451,1373.5
493.5,539,1441.9
494,539,1441.9
494.5,627.6,1508.8
495,627.6,1508.8
495.5,716.3,1579.5
496,716.3,1579.5
496.5,788.9,1640.9
497,788.9,1640.9
497.5,875.6,1696.7
498,875.6,1696.7
498.5,959.6,1768.4
499,959.6,1768.4
499.5,1052.9,1833.9
500,1052.9,1833.9
500.5,1120.3,1897.8
501,1120.3,1897.8
501.5,1191.5,1949.6
502,1270.9,2018.9
502.5,1270.9,2018.9
503,1346.1,2072.9
503.5,1346.1,2072.9
504,1382.3,2137.2
504.5,1382.3,2137.2
505,1489.6,2193
505.5,1489.6,2193
506,1565.6,2261.4
506.5,1565.6,2261.4
507,1638.6,2312.4
507.5,1638.6,2312.4
508,1707.3,2372.7
508.5,1707.3,2372.7
509,1772.5,2421.5
509.5,1772.5,2421.5
510,1845.1,2463.2
510.5,1845.1,2463.2
511,1908,2463.2
511.5,1970.6,2463.2
512,1970.6,2463.2
512.5,2045.1,-11356.5
513,2045.1,-11356.5
513.5,2101.6,-11812.8
514,2101.6,-11812.8
514.5,2158.6,-11953.1
515,2158.6,-11953.1
515.5,2236.1,-11849.6
516,2236.1,-11849.6
516.5,2296.5,-11621.1
517,2296.5,-11621.1
517.5,2362.6,-11332
518,2362.6,-11332
518.5,2425.3,-11065.7
519,2425.3,-11065.7
519.5,2481.6,-10789.2
520,2481.6,-10789.2
520.5,2543.4,-10496.2
521,2543.4,-10496.2
521.5,2601.2,-10314
522,2660.9,-10314
522.5,2660.9,-10033.9
523,2379.6,-10033.9
523.5,2379.6,-10033.9
524,2379.6,-10033.9
524.5,2379.6,-9775.3
